"﻿SIGLA";"NOMBRE PROYECTO";"TIPO INNOVACION";"año";"conv";"SEMESTRE";"FRENTE";"multi";"CODIGO CURSO";"CURSO";"PROG CURSO";"DEPTO CURSO";"FAC CURSO";"CRN";"SECC";"PERIOD";"SUB PER";"FASE ACOMPAÑAMIENTO PED";"NOMBRE PROFESOR";"CORREO PROFESOR";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18455";"15";"201820";"8A";"IMPLEMENTACION";"Nombre profesor625";"Login profesor624";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18523";"15";"201820";"8A";"IMPLEMENTACION";"Nombre profesor660";"Login profesor659";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18524";"16";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17502";"Login profesor17501";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18456";"16";"201820";"8A";"IMPLEMENTACION";"Nombre profesor636";"Login profesor635";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18525";"17";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17506";"Login profesor17505";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18457";"17";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17471";"Login profesor17470";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18526";"18";"201820";"8A";"IMPLEMENTACION";"Nombre profesor643";"Login profesor642";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18458";"18";"201820";"8A";"IMPLEMENTACION";"Nombre profesor568";"Login profesor567";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18459";"19";"201820";"8A";"IMPLEMENTACION";"Nombre profesor647";"Login profesor646";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18527";"19";"201820";"8A";"IMPLEMENTACION";"Nombre profesor647";"Login profesor646";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18528";"20";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17514";"Login profesor17513";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18460";"20";"201820";"8A";"IMPLEMENTACION";"Nombre profesor636";"Login profesor635";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18529";"21";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17518";"Login profesor17517";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18461";"21";"201820";"8A";"IMPLEMENTACION";"Nombre profesor610";"Login profesor609";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18530";"22";"201820";"8A";"IMPLEMENTACION";"Nombre profesor684";"Login profesor683";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18462";"22";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17471";"Login profesor17470";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18463";"23";"201820";"8A";"IMPLEMENTACION";"Nombre profesor17524";"Login profesor17523";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18531";"23";"201820";"8A";"IMPLEMENTACION";"Nombre profesor705";"Login profesor704";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18532";"24";"201820";"8A";"IMPLEMENTACION";"Nombre profesor705";"Login profesor704";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18464";"24";"201820";"8A";"IMPLEMENTACION";"Nombre profesor592";"Login profesor591";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18471";"35";"201820";"8B";"IMPLEMENTACION";"Nombre profesor625";"Login profesor624";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18474";"38";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17524";"Login profesor17523";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18537";"32";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17524";"Login profesor17523";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18538";"34";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17524";"Login profesor17523";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18467";"31";"201820";"8B";"IMPLEMENTACION";"Nombre profesor568";"Login profesor567";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18470";"34";"201820";"8B";"IMPLEMENTACION";"Nombre profesor597";"Login profesor596";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18468";"32";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17486";"Login profesor17485";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18469";"33";"201820";"8B";"IMPLEMENTACION";"Nombre profesor16976";"Login profesor17483";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18466";"30";"201820";"8B";"IMPLEMENTACION";"Nombre profesor592";"Login profesor591";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18535";"30";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17502";"Login profesor17501";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18533";"25";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17489";"Login profesor17488";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18534";"27";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17514";"Login profesor17513";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1221";"Curso1215";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18536";"31";"201820";"8B";"IMPLEMENTACION";"Nombre profesor16990";"Login profesor16989";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18472";"36";"201820";"8B";"IMPLEMENTACION";"Nombre profesor610";"Login profesor609";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18473";"37";"201820";"8B";"IMPLEMENTACION";"Nombre profesor610";"Login profesor609";
"CTE-1216";"Proyecto Cte-1217";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1218";"Curso1215";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18465";"29";"201820";"8B";"IMPLEMENTACION";"Nombre profesor16946";"Login profesor16945";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"";"";"201810";"";"DISEÑO";"Nombre profesor898";"Login profesor897";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"";"";"201810";"";"DISEÑO";"Nombre profesor17461";"Login profesor561";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"";"";"201810";"";"DISEÑO";"Nombre profesor1220";"Login profesor1219";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"";"";"201810";"";"DISEÑO";"Nombre profesor610";"Login profesor609";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201810";"1IP";"";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"";"";"201810";"";"DISEÑO";"Nombre profesor580";"Login profesor579";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18485";"11";"201820";"8B";"IMPLEMENTACION";"Nombre profesor610";"Login profesor609";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18487";"13";"201820";"8B";"IMPLEMENTACION";"Nombre profesor610";"Login profesor609";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18475";"1";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17524";"Login profesor17523";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18476";"2";"201820";"8B";"IMPLEMENTACION";"Nombre profesor647";"Login profesor646";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18477";"3";"201820";"8B";"IMPLEMENTACION";"Nombre profesor16932";"Login profesor16931";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18478";"4";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17478";"Login estudiante7167";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18479";"5";"201820";"8B";"IMPLEMENTACION";"Nombre profesor600";"Login profesor599";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18480";"6";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17493";"Login profesor17492";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18481";"7";"201820";"8B";"IMPLEMENTACION";"Nombre profesor636";"Login profesor635";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18482";"8";"201820";"8B";"IMPLEMENTACION";"Nombre profesor592";"Login profesor591";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18483";"9";"201820";"8B";"IMPLEMENTACION";"Nombre profesor568";"Login profesor567";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18484";"10";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17471";"Login profesor17470";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18486";"12";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17471";"Login profesor17470";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18488";"14";"201820";"8B";"IMPLEMENTACION";"Nombre profesor647";"Login profesor646";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18489";"15";"201820";"8B";"IMPLEMENTACION";"Nombre profesor636";"Login profesor635";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD1225";"Curso1222";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18490";"16";"201820";"8B";"IMPLEMENTACION";"Nombre profesor647";"Login profesor646";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18547";"15";"201820";"8B";"IMPLEMENTACION";"Nombre profesor1220";"Login profesor1219";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18545";"12";"201820";"8B";"IMPLEMENTACION";"Nombre profesor898";"Login profesor897";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18539";"2";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17001";"Login profesor17000";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18540";"3";"201820";"8B";"IMPLEMENTACION";"Nombre profesor695";"Login profesor694";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18541";"5";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17481";"Login profesor17480";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18542";"8";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17506";"Login profesor17505";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18543";"10";"201820";"8B";"IMPLEMENTACION";"Nombre profesor660";"Login profesor659";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18544";"11";"201820";"8B";"IMPLEMENTACION";"Nombre profesor643";"Login profesor642";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18546";"13";"201820";"8B";"IMPLEMENTACION";"Nombre profesor17518";"Login profesor17517";
"CTE-1223";"Proyecto Cte-1224";"CURSO BLENDED";"2018";"2017";"201820";"1IP";"SI";"COD17546";"Curso17545";"LITERATURA";"HUMANIDADES Y LITERATURA";"ARTES Y HUMANIDADES";"CRN-18548";"16";"201820";"8B";"IMPLEMENTACION";"Nombre profesor16996";"Login profesor16995";
"CTE-1241";"Proyecto Cte-1242";"CURSO BLENDED";"2018";"";"201810";"1IP";"SI";"COD1231";"Curso1228";"DERECHO";"DERECHO";"DERECHO";"CRN-17903";"7";"201810";"1";"IMPLEMENTACION";"Nombre profesor1240";"Login profesor1239";
"CTE-1256";"Proyecto Cte-1257";"CURSO BLENDED";"2018";"";"201810";"1IP";"SI";"COD1231";"Curso1228";"DERECHO";"DERECHO";"DERECHO";"CRN-17900";"2";"201810";"1";"IMPLEMENTACION";"Nombre profesor1255";"Login profesor1254";
"CTE-1273";"Proyecto Cte-1274";"CURSO BLENDED";"2018";"";"201810";"1IP";"SI";"COD1231";"Curso1228";"DERECHO";"DERECHO";"DERECHO";"CRN-17902";"6";"201810";"1";"IMPLEMENTACION";"Nombre profesor775";"Login profesor774";
"CTE-1273";"Proyecto Cte-1274";"CURSO BLENDED";"2018";"";"201810";"1IP";"SI";"COD1231";"Curso1228";"DERECHO";"DERECHO";"DERECHO";"CRN-17901";"5";"201810";"1";"IMPLEMENTACION";"Nombre profesor17577";"Login profesor17576";
"CTE-1229";"Proyecto Cte-1230";"CURSO BLENDED";"2018";"";"201820";"1IP";"SI";"COD1231";"Curso1228";"DERECHO";"DERECHO";"DERECHO";"CRN-18235";"11";"201820";"1";"IMPLEMENTACION";"Nombre profesor1227";"Login profesor1226";
"CTE-1246";"Proyecto Cte-1247";"CURSO BLENDED";"2018";"";"201820";"1IP";"SI";"COD1231";"Curso1228";"DERECHO";"DERECHO";"DERECHO";"CRN-18236";"12";"201820";"1";"IMPLEMENTACION";"Nombre profesor1245";"Login profesor1244";
"CTE-1273";"Proyecto Cte-1274";"CURSO BLENDED";"2018";"";"201820";"1IP";"SI";"COD1231";"Curso1228";"DERECHO";"DERECHO";"DERECHO";"CRN-18234";"5";"201820";"1";"IMPLEMENTACION";"Nombre profesor17577";"Login profesor17576";
"CTE-1262";"Proyecto Cte-1263";"CURSO BLENDED";"2018";"";"201820";"1IP";"SI";"COD1231";"Curso1228";"DERECHO";"DERECHO";"DERECHO";"CRN-18237";"3";"201820";"1";"IMPLEMENTACION";"Nombre profesor1261";"Login profesor1260";
"CTE-1301";"Proyecto Cte-1302";"CURSO BLENDED";"2018";"";"201810";"1IP";"";"COD1303";"Curso1300";"DERECHO";"DERECHO";"DERECHO";"CRN-17908";"1";"201810";"2";"IMPLEMENTACION";"Nombre profesor1314";"Login profesor1313";
"CTE-1301";"Proyecto Cte-1302";"CURSO BLENDED";"2018";"";"201820";"1IP";"";"COD1303";"Curso1300";"DERECHO";"DERECHO";"DERECHO";"CRN-18241";"1";"201820";"2";"IMPLEMENTACION";"Nombre profesor1314";"Login profesor1313";
"CTE-1301";"Proyecto Cte-1302";"CURSO BLENDED";"2018";"";"201820";"1IP";"";"COD17586";"Curso17585";"DERECHO";"DERECHO";"DERECHO";"CRN-18242";"1";"201820";"2";"IMPLEMENTACION";"Nombre profesor17584";"Login profesor17583";
"CTE-1301";"Proyecto Cte-1302";"CURSO BLENDED";"2018";"";"201820";"1IP";"";"COD17586";"Curso17585";"DERECHO";"DERECHO";"DERECHO";"CRN-18243";"2";"201820";"2";"IMPLEMENTACION";"Nombre profesor17584";"Login profesor17583";
"CTE-1333";"Proyecto Cte-1334";"CURSO BLENDED";"2018";"";"201810";"2PO";"SI";"COD1335";"Curso1332";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18063";"1";"201810";"4";"IMPLEMENTACION";"Nombre profesor1105";"Login profesor1104";
"CTE-1333";"Proyecto Cte-1334";"CURSO BLENDED";"2018";"";"201810";"2PO";"SI";"COD1335";"Curso1332";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18064";"2";"201810";"4";"IMPLEMENTACION";"Nombre profesor1331";"Login profesor1330";
"CTE-1333";"Proyecto Cte-1334";"CURSO BLENDED";"2018";"";"201810";"2PO";"SI";"COD1335";"Curso1332";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18066";"3";"201810";"4";"IMPLEMENTACION";"Nombre profesor1331";"Login profesor1330";
"CTE-1333";"Proyecto Cte-1334";"CURSO BLENDED";"2018";"";"201810";"2PO";"SI";"COD1335";"Curso1332";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18068";"4";"201810";"4";"IMPLEMENTACION";"Nombre profesor1151";"Login profesor1150";
"CTE-1333";"Proyecto Cte-1334";"CURSO BLENDED";"2018";"";"201810";"2PO";"SI";"COD1335";"Curso1332";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18067";"5";"201810";"4";"IMPLEMENTACION";"Nombre profesor1105";"Login profesor1104";
"CTE-1333";"Proyecto Cte-1334";"CURSO BLENDED";"2018";"";"201810";"2PO";"SI";"COD1335";"Curso1332";"LENGUAS Y CULTURA";"LENGUAJES Y ESTUDIOS SOCIOCULT";"CIENCIAS SOCIALES";"CRN-18069";"6";"201810";"4";"IMPLEMENTACION";"Nombre profesor1095";"Login profesor1094";
